Inf;Player;Pens Faced;Pens Saved Ratio;Sv %;MLG;Tck/90;Tck R;Shts Blckd/90;Pres C/90;Pres A/90;Poss Won/90;K Tck/90;Int/90;Clr/90;Blk/90;Conv %;Shot %;ShT/90;xSv %;xGP/90;Sprints/90;Drb/90;Dist/90;Pr passes/90;Poss Lost/90;Ps C/90;Ps A/90;Pas %;OP-KP/90;CCC;Ch C/90;Asts/90;Saves/90;Tgls/90;Tcon/90;Minutes;Mins/Gm;NP-xG/90;Goals per 90 minutes;xG/90;Con/90;xA/90;Cln/90;Appearances;Mins/Gl;OP-Crs C/90;OP-Crs A/90;OP-Cr %;Cr C/90;Crs A/90;Cr C/A;K Hdrs/90;Hdr %;Hdrs W/90;Hdrs;Hdrs L/90;Aer A/90;Hdrs A;Based In;Division;Nation;Club;Position;Age;Potential;Wage
;Hugo Claesson;4;25;74;1;0.1;25;0.0;0.0;0.0;10.4;0.0;0.6;5.2;0.0;0%;0%;0.0;85;-0.4;0.0;0.0;3.9;2.2;17.2;12.0;26.6;45%;0.0;0;0.0;0.0;7;0.5;2.8;1170;90;0.0;0.0;0.0;2.8;0.0;0.1;2 (16);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;SWE;Aarhus Fremad;GK;31;Unknown;€1.7K p/w
;Alexey Ploschadny;1;0;77;3;0.0;0;0.0;0.0;0.0;9.0;0.0;0.2;2.3;0.0;0%;0%;0.0;88;-0.1;0.1;0.0;4.7;0.4;3.6;27.4;30.0;91%;0.0;0;0.0;0.0;6;1.1;1.9;2280;91.2;0.0;0.0;0.0;1.9;0.0;0.2;16 (3);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;RUS;FC Fredericia;GK;29;Unknown;€3K p/w
;Franco Romero;0;0;0;1;0.7;74;0.6;1.4;4.2;7.2;0.0;3.0;1.1;0.7;0%;60%;0.3;0;0.0;12.4;0.1;11.7;9.1;7.0;65.5;70.9;92%;0.9;2;0.1;0.0;0;1.2;2.0;1702;74;0.0;0.0;0.0;0.0;0.0;0.0;22 (1);0;0.0;0.1;0;0.0;0.5;0;0.2;45;0.8;15;1.0;1.7;33;Denmark;3F Superliga;ARG;FC Fredericia;DM, M (C);33;Unknown;€9K p/w
;Obama Appiah;0;0;0;0;0.0;0;0.0;0.5;2.3;2.8;0.0;1.0;0.0;0.0;18%;18%;0.5;0;0.0;9.1;1.8;12.1;2.3;6.8;27.2;28.9;94%;1.8;1;0.3;0.0;0;1.0;1.0;358;35.8;0.4;0.5;0.4;0.0;0.1;0.0;3 (7);179;0.5;1.8;29;0.5;1.8;28;0.0;14;1.3;5;7.8;9.1;36;Denmark;3F Superliga;BEL;Randers FC;AM (L), ST (C);24;Unknown;€4.6K p/w
Wnt;David Lind;0;0;0;0;0.6;75;0.0;1.2;4.5;12.9;0.0;2.9;1.0;0.0;11%;56%;1.0;0;0.0;13.3;0.4;11.0;4.1;6.6;48.4;53.5;90%;3.3;3;0.6;0.0;0;1.6;0.4;439;33.7692307692308;0.1;0.2;0.1;0.0;0.3;0.0;2 (11);439;0.2;0.8;25;0.2;0.8;25;0.0;36;0.8;4;1.4;2.3;11;Denmark;3F Superliga;ENG;Brøndby IF;DM, M (C);22;Unknown;€5.5K p/w
;Youssouf Kacou;0;0;0;0;2.1;92;0.1;3.0;9.9;6.6;0.1;2.2;1.1;0.3;5%;37%;0.9;0;0.0;17.4;5.5;13.1;4.8;13.0;49.0;55.3;89%;2.2;6;0.4;0.2;0;1.5;1.1;1415;78.6111111111111;0.2;0.1;0.2;0.0;0.2;0.0;18;707.5;1.1;4.8;23;1.3;7.4;17;0.0;27;0.6;9;1.5;2.1;33;Denmark;3F Superliga;FRA;Brøndby IF;AM (R);19;Unknown;€7K p/w
;Kasper Petersen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;50%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;71%;0.0;0;0.0;0.0;0;0.0;0.0;42;21;0.0;0.0;0.0;0.0;0.0;0.0;0 (2);0;0.0;0.0;50;0.0;0.0;50;0.0;25;0.0;2;0.0;0.0;8;Denmark;3F Superliga;DEN;FC Midtjylland;AM (L), ST (C);22;Unknown;€7.25K p/w
;Inyang Aliu;0;0;0;0;2.1;76;0.1;2.1;11.7;7.8;0.0;2.9;0.7;0.2;6%;38%;0.4;0;0.0;16.8;3.3;12.9;3.8;15.8;25.3;31.1;81%;2.5;13;1.0;0.4;0;1.7;1.5;1219;64.1578947368421;0.1;0.1;0.1;0.0;0.3;0.0;27 (2);1219;1.6;7.9;21;1.8;9.9;17;0.0;22;0.6;8;2.1;2.7;37;Denmark;3F Superliga;NGA;Vejle;M/AM (L);23;Unknown;€3.2K p/w
;Nicolaj Larsen;0;0;0;1;1.0;83;1.3;0.9;2.7;11.4;0.3;2.9;1.6;1.0;0%;0%;0.0;0;0.0;4.3;0.0;10.1;3.2;4.4;56.3;60.3;93%;0.1;0;0.0;0.0;0;1.1;1.9;2128;88.6666666666667;0.0;0.0;0.0;0.0;0.0;0.0;24;0;0.0;0.0;0;0.0;0.0;0;1.4;56;3.0;71;2.3;5.3;126;Denmark;3F Superliga;DEN;FC Fredericia;D (LC), DM;23;Unknown;€3.2K p/w
;Egemen Balcı;0;0;0;0;0.6;64;0.0;0.9;2.5;3.6;0.0;1.1;0.1;0.1;20%;55%;2.0;0;0.0;8.8;2.5;12.7;4.5;11.2;52.1;60.2;86%;2.2;5;0.4;0.3;0;1.8;0.5;1008;48;0.5;0.7;0.5;0.0;0.2;0.0;7 (14);126;0.4;1.3;33;0.5;1.5;35;0.0;39;1.8;20;2.8;4.6;51;Denmark;3F Superliga;BEL;FC København;AM (C), ST (C);20;Unknown;€16K p/w
Inj;Thomas Nybo;0;0;0;0;1.1;72;0.5;1.5;7.4;4.5;0.1;1.4;0.4;0.6;8%;36%;0.6;0;0.0;18.7;0.8;12.8;8.0;8.3;68.1;74.2;92%;2.2;5;0.3;0.1;0;2.1;1.4;1428;75.1578947368421;0.1;0.1;0.1;0.0;0.2;0.0;16 (3);714;0.1;0.6;10;0.1;0.9;6;0.0;38;0.4;6;0.6;1.0;16;Denmark;3F Superliga;ALB;FC Nordsjælland;DM, M/AM (C);23;Unknown;€4.1K p/w
;Noah Okyere;0;0;0;0;0.5;60;0.0;2.1;8.1;5.9;0.0;2.0;0.7;0.2;10%;43%;1.5;0;0.0;18.3;3.3;13.5;5.8;14.5;61.0;68.8;89%;3.5;6;1.0;0.3;0;1.5;1.6;547;30.3888888888889;0.3;0.3;0.3;0.0;0.4;0.0;4 (14);273.5;1.6;3.8;43;1.6;3.8;43;0.0;48;1.6;10;1.8;3.5;21;Denmark;3F Superliga;DEN;FC Nordsjælland;WB (L), M (R), AM (RL);24;Unknown;€2.6K p/w
;Magnus Bertolt;0;0;0;5;0.4;89;0.7;0.5;2.0;13.5;0.1;3.7;0.5;0.9;20%;60%;0.1;0;0.0;5.4;0.0;10.2;4.0;6.0;53.1;58.9;90%;0.1;0;0.0;0.0;0;1.9;1.5;1890;90;0.0;0.0;0.0;0.0;0.0;0.0;21;1890;0.0;0.0;0;0.0;0.0;0;1.7;74;5.5;116;2.0;7.5;157;Denmark;3F Superliga;DEN;FC Nordsjælland;D (RC), WB (R), DM;22;Unknown;€5.25K p/w
;Jonas Hansen;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50%;50%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;87%;0.0;0;0.0;0.0;0;0.0;0.0;61;10.1666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0 (6);61;0.0;0.0;13;0.0;0.0;12;0.0;50;0.0;3;0.0;0.0;6;Denmark;3F Superliga;DEN;FC København;M/AM (L);20;Unknown;€2.7K p/w
Wnt;Filip Oprea;0;0;0;0;1.7;71;0.3;1.6;7.5;10.0;0.1;3.7;1.5;0.5;0%;29%;0.1;0;0.0;20.0;1.1;13.1;5.8;12.2;51.8;57.3;91%;1.1;5;0.3;0.2;0;0.6;1.3;1693;89.1052631578947;0.0;0.0;0.0;0.0;0.1;0.0;19;0;0.7;5.1;15;1.1;8.5;12;0.2;42;1.3;24;1.8;3.0;57;Denmark;3F Superliga;ROU;Randers FC;D/WB (L);28;Unknown;€5.25K p/w
;Alexander Arentoft Jensen;0;0;0;0;1.3;80;0.6;1.6;2.9;11.6;0.3;3.9;1.9;1.0;0%;40%;0.6;0;0.0;15.4;0.6;12.9;14.5;9.3;76.8;83.2;92%;2.2;0;0.0;0.3;0;2.2;0.3;280;40;0.0;0.0;0.0;0.0;0.1;0.0;3 (4);0;1.0;1.6;60;1.0;1.6;60;0.0;38;1.0;3;1.6;2.6;8;Denmark;3F Superliga;DEN;FC København;D (RLC);20;Unknown;€1.2K p/w
;Ryan Skinner;0;0;0;1;1.8;74;0.3;1.9;9.5;6.5;0.2;1.9;0.9;0.3;13%;63%;0.5;0;0.0;18.7;2.1;12.8;4.5;13.4;28.6;34.2;84%;1.1;1;0.1;0.1;0;0.5;2.8;990;82.5;0.1;0.1;0.1;0.0;0.1;0.0;22 (1);990;0.6;4.3;15;0.6;6.4;10;0.0;29;1.2;13;2.9;4.1;45;Denmark;3F Superliga;USA;Aarhus Fremad;M/AM (L);26;Unknown;€3.3K p/w
;Dani Carril;0;0;0;1;1.6;79;0.1;2.2;10.1;5.4;0.1;2.0;0.9;0.2;8%;62%;0.6;0;0.0;20.0;4.7;13.3;4.3;10.0;36.3;40.5;90%;1.2;6;0.4;0.1;0;0.7;1.2;1242;77.625;0.1;0.1;0.1;0.0;0.1;0.0;5 (15);1242;0.5;4.7;11;0.7;5.4;13;0.1;13;0.5;7;3.5;4.0;55;Denmark;3F Superliga;ESP;Randers FC;M/AM (R), ST (C);23;Unknown;€6K p/w
;Hector Høyrup;0;0;0;0;1.3;100;0.4;1.7;9.4;7.1;0.0;3.1;1.0;0.4;15%;38%;1.0;0;0.0;19.3;3.3;12.9;4.0;10.7;44.0;47.5;93%;1.7;1;0.2;0.0;0;1.3;1.9;430;39.0909090909091;0.3;0.4;0.3;0.0;0.2;0.0;5 (6);215;1.3;4.4;29;1.3;4.6;27;0.0;29;1.0;5;2.5;3.6;17;Denmark;3F Superliga;DEN;Randers FC;M (L), AM (LC), ST (C);24;Unknown;€3.6K p/w
;Erik Dahlerup;0;0;0;0;1.5;79;0.3;2.9;9.1;6.4;0.0;3.5;0.6;0.4;0%;50%;1.0;0;0.0;15.0;2.0;13.4;4.5;14.1;37.3;44.3;84%;2.0;4;0.6;0.0;0;0.8;1.8;646;64.6;0.2;0.0;0.2;0.0;0.2;0.0;7 (3);0;1.0;5.3;18;1.3;8.1;15;0.0;23;1.0;7;3.2;4.2;30;Denmark;3F Superliga;DEN;Lyngby;M (R), AM (RL);23;Unknown;€3.5K p/w
;Niklas Tengstedt;0;0;0;0;0.9;57;0.7;3.1;9.6;6.1;0.0;1.7;1.1;1.3;0%;17%;0.2;0;0.0;13.3;0.4;13.2;9.4;6.8;72.7;78.2;93%;0.9;0;0.0;0.0;0;1.3;0.9;412;37.4545454545455;0.1;0.0;0.1;0.0;0.1;0.0;4 (7);0;0.0;0.2;0;0.2;1.1;20;0.0;27;0.7;3;1.7;2.4;11;Denmark;3F Superliga;DEN;FC Midtjylland;DM, M (LC), AM (C);20;Unknown;€5.25K p/w
;Allan Risvig;0;0;0;0;1.8;55;0.2;4.0;14.2;9.4;0.0;2.8;0.3;0.4;6%;38%;1.0;0;0.0;18.6;2.3;12.3;4.7;12.0;28.6;36.5;78%;1.7;3;0.2;0.2;0;1.8;1.4;1120;56;0.2;0.2;0.2;0.0;0.1;0.0;20;560;0.2;1.3;19;0.3;1.8;18;0.8;71;3.7;46;1.5;5.2;65;Denmark;3F Superliga;DEN;Vejle;M/AM (R);23;Unknown;€6K p/w
;Ilija Skopljak;0;0;0;0;1.2;100;0.0;1.2;4.7;4.7;0.0;1.2;0.0;0.0;0%;67%;2.3;0;0.0;12.9;1.2;0.0;7.0;9.4;33.9;36.2;94%;3.5;1;1.2;0.0;0;2.3;1.2;77;11;0.3;0.0;0.3;0.0;0.5;0.0;0 (7);0;2.3;4.7;50;2.3;4.7;50;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;AM (LC), ST (C);23;Unknown;€7.25K p/w
;Mads Lehm;0;0;0;0;0.5;100;0.4;2.6;7.7;5.9;0.0;1.9;0.5;0.4;11%;22%;0.2;0;0.0;19.0;0.1;12.7;12.0;8.9;76.4;85.2;90%;1.4;3;0.4;0.0;0;1.5;1.1;728;72.8;0.1;0.1;0.1;0.0;0.1;0.0;8 (2);728;0.1;0.1;100;0.1;0.1;100;0.0;61;2.1;17;1.4;3.5;28;Denmark;3F Superliga;DEN;FC Midtjylland;DM, M/AM (C);19;Unknown;€10.5K p/w
Wnt;Frederik Højlund;0;0;0;0;1.0;59;0.4;2.4;8.5;8.1;0.1;2.6;1.0;0.7;0%;25%;0.3;0;0.0;13.6;0.7;12.8;7.2;8.7;60.6;68.4;89%;1.2;8;0.4;0.2;0;0.7;1.3;1795;89.75;0.1;0.0;0.1;0.0;0.1;0.0;20;0;0.2;1.0;21;0.2;1.0;21;0.1;23;0.4;7;1.2;1.6;31;Denmark;3F Superliga;DEN;Randers FC;DM, M (C);23;Unknown;€2.9K p/w
;Wilmer Odefalk;0;0;0;0;2.1;78;0.7;2.6;10.4;9.8;0.1;3.2;1.2;0.7;10%;60%;0.9;0;0.0;16.4;0.7;13.3;6.6;10.7;48.1;57.6;83%;1.0;3;0.4;0.1;0;0.9;1.8;614;36.1176470588235;0.1;0.1;0.1;0.0;0.1;0.0;3 (14);614;0.0;0.4;0;0.3;2.3;12;0.0;36;1.2;8;2.1;3.2;22;Denmark;3F Superliga;SWE;Lyngby;DM, M (C), AM (RLC);29;Unknown;€2.3K p/w
Wnt;Walid Nechab;0;0;0;0;0.0;100;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;82%;0.0;1;0.0;0.0;0;0.0;0.0;70;70;0.0;0.0;0.0;0.0;0.0;0.0;1 (16);0;0.0;0.0;100;0.0;0.0;100;0.0;0;0.0;0;0.0;0.0;3;Denmark;3F Superliga;FRA;Vejle;M/AM (RC);24;Unknown;€4.6K p/w
;Peter Nellemand;0;0;0;0;0.0;0;0.0;2.9;9.8;2.9;0.0;0.6;0.6;0.0;0%;25%;0.6;0;0.0;12.1;2.3;13.2;3.5;12.1;34.0;36.9;92%;2.9;1;0.6;1.2;0;1.7;0.6;156;15.6;0.5;0.0;0.5;0.0;0.2;0.0;1 (9);0;0.6;2.9;20;0.6;3.5;16;0.0;10;0.6;1;5.2;5.8;10;Denmark;3F Superliga;DEN;Brøndby IF;AM (L), ST (C);21;Unknown;€2.9K p/w
;William Madsen;0;0;0;0;1.1;76;0.5;2.0;8.3;9.8;0.1;3.9;0.9;0.6;3%;37%;0.6;0;0.0;16.0;1.9;12.9;5.0;11.1;37.1;44.9;83%;1.1;8;0.5;0.0;0;0.8;1.5;1526;84.7777777777778;0.1;0.1;0.1;0.0;0.1;0.0;16 (3);1526;0.1;1.4;8;0.1;1.5;8;0.3;38;1.8;31;3.0;4.8;82;Denmark;3F Superliga;DEN;Hvidovre IF;D (R), DM, M/AM (C);31;Unknown;€1.9K p/w
;Don Meijer;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;7 (14);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC København;AM (RL);22;Unknown;€4.6K p/w
;Josip Brundić;0;0;0;0;0.5;80;0.3;0.5;3.3;4.0;0.0;1.9;1.0;0.3;11%;44%;0.5;0;0.0;13.0;0.7;12.3;3.3;9.1;48.5;54.8;89%;1.4;1;0.1;0.0;0;0.7;1.5;660;41.25;0.1;0.1;0.1;0.0;0.1;0.0;5 (11);660;0.1;0.4;33;0.1;0.4;33;0.0;41;1.5;11;2.2;3.7;27;Denmark;3F Superliga;CRO;FC Fredericia;DM, M/AM (C);26;Unknown;€3.7K p/w
;Üveys Satık;0;0;0;0;2.0;94;0.1;0.9;4.3;10.5;0.1;2.7;1.7;0.6;13%;50%;0.5;0;0.0;18.4;0.6;13.0;5.0;10.0;34.0;40.3;84%;1.3;5;0.6;0.1;0;1.0;1.2;772;38.6;0.1;0.1;0.1;0.0;0.1;0.0;9 (11);772;0.8;3.3;25;0.9;4.0;23;0.3;30;1.0;9;2.4;3.5;30;Denmark;3F Superliga;TUR;Lyngby;D/WB/M (L);24;Unknown;€2.4K p/w
;Aske Adelgaard;0;0;0;0;2.6;92;0.5;2.8;8.7;9.9;0.0;3.8;0.9;0.5;0%;33%;0.2;0;0.0;17.7;0.2;14.0;12.5;11.3;67.6;75.6;89%;0.2;2;0.5;0.0;0;1.4;1.4;382;27.2857142857143;0.0;0.0;0.0;0.0;0.1;0.0;1 (13);0;0.2;0.7;33;0.5;3.1;15;0.5;17;0.5;2;2.4;2.8;12;Denmark;3F Superliga;DEN;FC Nordsjælland;D/WB (L);30;Unknown;€9.75K p/w
;Jay-Sean Tuur;0;0;0;0;0.9;50;0.0;2.8;6.5;8.4;0.0;1.9;0.9;0.0;0%;0%;0.0;0;0.0;15.8;0.9;13.2;8.4;9.3;81.6;91.9;89%;3.7;1;0.9;0.0;0;2.8;0.0;97;24.25;0.1;0.0;0.1;0.0;0.3;0.0;0 (4);0;0.9;1.9;50;0.9;1.9;50;0.0;67;1.9;2;0.9;2.8;3;Denmark;3F Superliga;NED;FC Nordsjælland;DM, AM (C);24;Unknown;€3.5K p/w
;Rafiq Polo;0;0;0;1;0.5;75;0.2;1.4;5.1;6.4;0.0;2.0;0.3;0.3;0%;47%;0.7;0;0.0;14.8;0.6;12.1;6.2;7.5;50.4;56.0;90%;1.5;3;0.2;0.0;0;0.7;1.4;1693;89.1052631578947;0.1;0.0;0.1;0.0;0.1;0.0;19;0;0.3;1.0;26;0.4;2.2;19;0.0;9;0.2;3;1.6;1.8;34;Denmark;3F Superliga;GHA;Randers FC;DM, M/AM (C);22;Unknown;€4.5K p/w
;Emil Nielsen;0;0;0;0;0.0;0;0.0;0.0;7.5;7.5;0.0;0.0;0.0;0.0;0%;100%;1.1;0;0.0;11.8;16.1;0.0;11.8;17.1;51.4;61.1;84%;7.5;5;5.4;2.1;0;4.3;0.0;84;42;0.1;0.0;0.1;0.0;1.6;0.0;1 (1);0;3.2;10.7;30;3.2;11.8;27;0.0;20;1.1;1;4.3;5.4;5;Denmark;3F Superliga;DEN;AGF;M/AM (L), ST (C);23;Unknown;€3.1K p/w
;Casper Blynov;0;0;0;0;1.1;100;0.0;1.5;5.3;14.9;0.0;3.1;1.9;0.0;0%;17%;0.4;0;0.0;9.9;0.4;11.7;3.4;14.5;47.3;56.8;83%;0.4;0;0.0;0.0;0;1.5;2.3;236;47.2;0.2;0.0;0.2;0.0;0.0;0.0;3 (2);0;0.0;1.1;0;0.0;1.1;0;0.4;56;3.8;10;3.1;6.9;18;Denmark;3F Superliga;DEN;Lyngby;D (R), M (C), AM (R);22;Unknown;€1.2K p/w
Wnt;Valdemar Henriksen;0;0;0;0;2.0;100;0.0;2.0;6.0;5.0;0.0;1.0;0.0;0.0;0%;25%;1.0;0;0.0;17.0;2.0;12.6;7.0;17.0;39.0;42.0;93%;4.0;1;1.0;0.0;0;1.0;0.0;90;90;0.2;0.0;0.2;0.0;0.2;0.0;16 (3);0;1.0;6.0;17;1.0;6.0;16;0.0;67;4.0;4;2.0;6.0;6;Denmark;3F Superliga;DEN;Brøndby IF;AM (R), ST (C);23;Unknown;€2.7K p/w
;Mikkel Pedersen;0;0;0;0;1.8;79;0.5;2.0;5.3;10.0;0.1;4.4;1.6;0.8;33%;33%;0.1;0;0.0;15.1;0.4;12.2;4.8;12.7;27.1;35.3;77%;0.8;2;0.1;0.0;0;2.0;1.6;1660;79.0476190476191;0.0;0.1;0.0;0.0;0.1;0.0;2 (16);1660;0.7;3.5;20;0.7;3.5;20;0.1;38;1.3;24;2.2;3.5;64;Denmark;3F Superliga;DEN;Vejle;D (RL), WB (L);23;Unknown;€2.6K p/w
;Isak Gustafsson;0;0;0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0%;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0%;0.0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;SWE;FC København;ST (C);17;Unknown;€1.1K p/w
;Victor Nielsen;0;0;0;0;1.2;60;0.0;4.1;11.1;9.9;0.0;2.5;0.4;0.4;0%;50%;0.8;0;0.0;18.1;3.7;12.7;8.2;14.8;57.9;69.0;84%;0.8;0;0.0;0.0;0;4.1;0.8;219;43.8;0.0;0.0;0.0;0.0;0.0;0.0;2 (3);0;0.8;5.3;15;0.8;5.3;15;0.8;47;2.9;7;3.3;6.2;15;Denmark;3F Superliga;DEN;FC Nordsjælland;D (RL), WB (L);23;Unknown;€1.4K p/w
Wnt;Marinus Kruse;0;0;0;2;0.7;70;1.2;0.3;2.0;12.2;0.3;3.1;2.0;1.4;0%;67%;0.1;0;0.0;3.4;0.0;9.6;1.6;7.7;23.8;31.5;76%;0.1;0;0.0;0.0;0;0.9;3.1;1734;86.7;0.0;0.0;0.0;0.0;0.0;0.0;19 (1);0;0.1;0.1;100;0.1;0.1;100;3.8;77;6.0;115;1.8;7.8;150;Denmark;3F Superliga;DEN;Aarhus Fremad;D (RC), DM;22;Unknown;€2.3K p/w
;Marco Bruhn;0;0;0;0;0.3;60;0.3;1.2;5.1;4.0;0.0;1.5;1.0;0.3;20%;56%;1.2;0;0.0;10.4;1.0;12.0;1.0;6.1;25.3;28.0;90%;0.8;1;0.1;0.0;0;0.8;2.8;1064;62.5882352941176;0.2;0.4;0.2;0.0;0.0;0.0;15 (2);212.8;0.1;0.9;9;0.1;1.1;7;0.3;36;4.6;54;8.3;12.9;152;Denmark;3F Superliga;DEN;Aarhus Fremad;AM (L), ST (C);29;Unknown;€2.1K p/w
;Ove Frost;0;0;0;0;0.7;60;0.5;2.2;7.9;12.3;0.0;5.1;1.2;0.7;0%;0%;0.0;0;0.0;16.1;1.0;12.5;8.4;9.4;45.7;55.1;83%;1.0;0;0.0;0.0;0;1.2;1.0;374;31.1666666666667;0.0;0.0;0.0;0.0;0.1;0.0;2 (10);0;0.5;2.9;17;0.5;3.1;15;0.0;33;1.4;6;2.9;4.3;18;Denmark;3F Superliga;DEN;Randers FC;D/WB (R), AM (L);16;Unknown;€480 p/w
;Kenneth Jacobsen Jørgensen;0;0;0;0;0.0;0;0.0;0.8;2.4;3.9;0.0;2.4;0.0;0.0;17%;67%;3.2;0;0.0;13.4;0.8;15.0;3.2;11.8;41.8;52.9;79%;2.4;0;0.0;0.8;0;3.9;0.0;114;16.2857142857143;0.1;0.8;0.1;0.0;0.2;0.0;0 (7);114;0.0;0.8;0;0.8;1.6;50;0.0;0;0.0;0;0.0;0.0;0;Denmark;3F Superliga;DEN;FC Nordsjælland;M/AM (C), ST (C);23;Unknown;€3.3K p/w
;Jesper Bærtelsen;0;0;0;0;3.1;63;0.0;3.1;13.6;12.3;0.0;2.5;1.2;0.6;0%;0%;0.0;0;0.0;22.8;3.7;15.0;2.5;12.3;32.1;36.4;88%;1.2;1;0.6;0.6;0;1.8;3.7;146;29.2;0.0;0.0;0.0;0.0;0.1;0.0;0 (5);0;1.8;8.6;21;1.8;9.2;20;0.0;50;0.6;1;0.6;1.2;2;Denmark;3F Superliga;DEN;Vejle;M (L), AM (RL);23;Unknown;€2.7K p/w
;Johnny Østergaard;0;0;0;0;1.3;80;0.3;3.6;11.8;5.9;0.0;1.6;0.3;0.3;0%;20%;0.7;0;0.0;14.7;2.3;13.5;4.6;12.1;42.9;46.8;92%;1.3;0;0.0;0.0;0;0.7;0.3;275;30.5555555555556;0.4;0.0;0.4;0.0;0.0;0.0;2 (7);0;0.7;2.9;22;0.7;2.9;22;1.0;58;3.6;11;2.6;6.2;19;Denmark;3F Superliga;DEN;Brøndby IF;DM, M (RLC), AM (L);22;Unknown;€2.6K p/w
;Vetle Skjærvik;0;0;0;0;0.9;60;0.4;0.7;4.9;12.0;0.3;3.5;0.8;0.4;0%;0%;0.0;0;0.0;7.0;0.0;10.9;3.5;7.1;37.4;44.1;85%;0.2;1;0.1;0.0;0;0.7;0.9;853;50.1764705882353;0.0;0.0;0.0;0.0;0.1;0.0;8 (9);0;0.1;0.2;50;0.4;1.6;26;1.1;68;4.4;42;2.1;6.5;62;Denmark;3F Superliga;NOR;Randers FC;D (C), DM;33;Unknown;€3.2K p/w
;Quadri Adewale;0;0;0;1;0.4;100;0.4;0.4;3.9;10.3;0.4;4.3;1.7;0.9;0%;0%;0.0;0;0.0;13.7;0.4;13.4;5.1;12.9;27.9;36.9;76%;0.9;0;0.0;0.0;0;2.1;2.1;210;21;0.0;0.0;0.0;0.0;0.0;0.0;0 (10);0;0.4;3.9;11;0.4;3.9;11;0.4;33;1.3;3;2.6;3.9;9;Denmark;3F Superliga;NGA;Vejle;D (L);23;Unknown;€3.3K p/w
;Sander Eng Strand;0;0;0;0;2.4;63;0.6;1.6;7.8;8.6;0.2;2.3;2.9;1.0;25%;75%;0.2;0;0.0;18.1;0.3;12.5;4.4;12.4;27.3;34.3;80%;0.4;2;0.2;0.2;0;0.4;3.0;1126;86.6153846153846;0.0;0.1;0.0;0.0;0.1;0.0;13;1126;0.4;2.9;14;0.8;5.5;14;0.2;45;1.4;17;1.7;3.0;38;Denmark;3F Superliga;NOR;Aarhus Fremad;D/WB (L), DM, M (C);32;Unknown;€1.7K p/w
Wp;Michel Tanoh;0;0;0;1;1.6;63;0.7;1.3;6.5;10.1;0.1;3.7;1.3;0.8;0%;0%;0.0;0;0.0;23.9;1.3;12.7;7.9;9.6;61.2;69.6;88%;0.5;3;0.4;0.0;0;1.6;3.1;674;84.25;0.0;0.0;0.0;0.0;0.1;0.0;8;0;0.3;1.5;18;0.3;1.5;18;2.3;61;2.3;17;1.5;3.7;28;Denmark;3F Superliga;CIV;FC Fredericia;D (R);21;Unknown;€800 p/w
;Sebastian Ademola;0;0;0;2;0.4;78;1.2;0.7;2.8;12.4;0.1;2.9;1.6;1.6;25%;75%;0.2;0;0.0;4.5;0.0;10.0;2.6;9.1;26.9;35.2;76%;0.1;0;0.0;0.1;0;0.9;1.8;1710;90;0.0;0.1;0.0;0.0;0.0;0.0;19;1710;0.0;0.0;0;0.0;0.0;0;1.9;72;5.9;112;2.3;8.2;156;Denmark;3F Superliga;NOR;Hvidovre IF;D (C);25;Unknown;€3.8K p/w
;Joel Philbert;0;0;0;0;1.6;75;0.0;1.1;6.9;8.3;0.0;2.4;0.9;0.0;10%;60%;1.1;0;0.0;17.4;3.6;13.2;6.9;18.1;37.5;45.3;83%;1.6;1;0.2;0.0;0;0.9;2.0;497;29.2352941176471;0.1;0.2;0.1;0.0;0.1;0.0;6 (11);497;0.5;6.7;8;0.5;6.7;8;0.0;44;2.9;16;3.6;6.5;36;Denmark;3F Superliga;ENG;Lyngby;M (RL), AM (RLC), ST (C);24;Unknown;€3K p/w
