Inf;Player;Best Pos;Asking Price;Tck A;Off;KP/90;Shot/90;Unique ID;Pens Faced;Pens Saved Ratio;Sv %;MLG;Tck/90;Tck R;Shts Blckd/90;Pres C/90;Pres A/90;Poss Won/90;K Tck/90;Int/90;Clr/90;Blk/90;Conv %;Shot %;ShT/90;xSv %;xGP/90;Sprints/90;Drb/90;Dist/90;Pr passes/90;Poss Lost/90;Ps C/90;Ps A/90;Pas %;OP-KP/90;CCC;Ch C/90;Asts/90;Saves/90;Tgls/90;Tcon/90;Minutes;Mins/Gm;NP-xG/90;Goals per 90 minutes;xG/90;Con/90;xA/90;Cln/90;Appearances;Mins/Gl;OP-Crs C/90;OP-Crs A/90;OP-Cr %;Cr C/90;Crs A/90;Cr C/A;K Hdrs/90;Hdr %;Hdrs W/90;Hdrs;Hdrs L/90;Aer A/90;Hdrs A;Based In;Division;Nation;Club;Position;Age;Potential;Wage
;Godwill Kukonki;D (C);€28.5M;8;0;0.3;0.4;2000392430;0;0;0;1;0.5;100;0.5;0.8;2.5;16.4;0.1;3.2;0.9;0.7;17%;17%;0.1;0;0.0;3.9;0.0;10.2;1.9;3.1;43.0;46.3;93%;0.3;2;0.1;0.1;0;1.5;1.0;1346;70.8421052631579;0.0;0.1;0.0;0.0;0.1;0.0;14 (5);1346;0.0;0.0;0;0.0;0.0;0;1.5;70;4.4;66;1.9;6.3;94;England;Premier League;ENG;Brighton;D (LC), WB (L);26;Unknown;€76K p/w
;Giacomo De Pieri;AM (C);€9.75M;10;18;2.7;2.0;2000269262;0;0;0;0;0.2;50;0.0;0.9;3.6;5.5;0.0;1.3;0.1;0.3;12%;56%;1.1;0;0.0;8.1;1.4;11.2;2.1;18.9;32.0;35.7;89%;1.6;10;0.4;0.1;0;0.9;1.2;2304;67.7647058823529;0.2;0.2;0.2;0.0;0.2;0.0;5 (28);384;0.3;0.7;39;1.1;8.8;12;0.0;17;0.6;15;2.9;3.4;88;Italy;Serie A;ITA;Sassuolo;AM (RC), ST (C);27;Unknown;€57K p/w
;Alexis Vossah;DM;€15.25M;40;1;1.3;0.6;2000412744;0;0;0;0;1.0;75;0.1;1.2;5.1;13.0;0.0;3.0;0.8;0.6;0%;19%;0.1;0;0.0;10.8;0.1;11.1;7.5;6.2;54.6;59.2;92%;1.3;8;0.3;0.2;0;1.3;1.2;2584;69.8378378378378;0.1;0.0;0.1;0.0;0.1;0.0;17 (4);0;0.0;0.0;0;0.0;0.0;0;0.2;59;1.2;35;0.8;2.1;59;Italy;Serie A;FRA;Parma;DM, M (C);26;Unknown;€51K p/w
;Izan Merino;DM;€5.75M;30;0;1.0;0.6;2000233779;0;0;0;0;1.1;83;0.2;1.5;5.2;12.3;0.0;2.2;0.9;0.5;0%;8%;0.0;0;0.0;8.9;0.2;10.5;5.2;5.4;44.1;48.7;91%;1.0;8;0.4;0.1;0;1.0;0.8;2024;59.5294117647059;0.1;0.0;0.1;0.0;0.2;0.0;20 (14);0;0.1;0.1;67;0.2;1.2;17;0.5;59;1.6;35;1.1;2.6;59;Portugal;Premier League;ESP;Gil Vicente;D (RC), DM, M (C);28;Unknown;€10K p/w
;David Odogu;D (C);€1.2M;16;0;0.1;0.3;2000218552;0;0;0;0;0.3;69;1.1;0.7;2.3;12.0;0.1;3.3;1.2;1.1;22%;44%;0.1;0;0.0;2.8;0.0;9.9;1.9;3.3;38.0;41.6;91%;0.1;1;0.0;0.0;0;1.1;1.6;3160;83.1578947368421;0.0;0.1;0.0;0.0;0.0;0.0;38;1580;0.0;0.1;33;0.0;0.1;33;1.1;83;4.4;153;0.9;5.2;184;Italy;Serie A;GER;Cagliari;D (C);28;Unknown;€34K p/w
;Michel Matondo;D (C);€3M;17;0;0.2;0.2;2002084785;0;0;0;0;0.3;71;1.0;0.7;2.0;11.0;0.1;2.2;1.2;0.8;14%;14%;0.0;0;0.0;3.4;0.0;9.9;2.0;4.4;33.7;37.6;90%;0.2;2;0.1;0.0;0;0.8;1.6;3236;89.8888888888889;0.0;0.0;0.0;0.0;0.0;0.0;36;3236;0.0;0.0;0;0.0;0.0;0;1.4;65;3.7;133;2.0;5.7;205;France;Ligue 1 McDonald's;COD;SM Caen;D/M (C);24;Unknown;€25.5K p/w
Wnt;Radek Kincl;D (C);€2.6M;25;0;0.0;0.2;2002260391;0;0;0;0;0.5;80;1.5;1.0;3.1;13.9;0.2;2.7;0.9;0.6;0%;0%;0.0;0;0.0;2.9;0.0;10.0;2.0;3.3;41.7;46.6;89%;0.0;1;0.0;0.0;0;1.0;1.4;3390;91.6216216216216;0.0;0.0;0.0;0.0;0.0;0.0;37;0;0.0;0.0;0;0.0;0.0;0;0.9;68;3.7;139;1.8;5.4;205;Germany;Bundesliga;CZE;FC St. Pauli;D (C);22;Unknown;€18.25K p/w
Wnt;Juan Francisco Menéndez;D (C);€14M;36;2;0.2;0.4;2002150403;0;0;0;0;0.5;61;1.1;1.1;2.9;12.7;0.2;2.4;1.0;0.6;0%;35%;0.1;0;0.0;4.0;0.0;10.0;2.2;3.4;43.4;46.6;93%;0.2;1;0.0;0.0;0;1.3;1.1;3606;90.15;0.0;0.0;0.0;0.0;0.0;0.0;12 (19);0;0.0;0.0;100;0.0;0.0;100;1.6;69;4.1;166;1.9;6.0;241;Spain;First Division;ESP;Valencia;D (LC);23;Unknown;€46K p/w
Wnt;Kelson de Jesus Cuco;DM;€2.4M;19;0;0.2;0.5;2000302325;0;0;0;0;1.1;84;0.1;1.0;4.7;10.2;0.0;2.4;0.5;0.3;0%;25%;0.1;0;0.0;11.5;0.1;10.5;6.0;9.1;48.9;52.4;93%;0.2;3;0.2;0.0;0;1.2;1.2;1311;45.2068965517241;0.1;0.0;0.1;0.0;0.2;0.0;13 (16);0;0.0;0.0;0;0.0;0.0;0;0.1;24;0.3;4;0.9;1.2;17;Italy;Serie A;POR;Parthenope;DM, M/AM (C);23;Unknown;€17.75K p/w
Wnt;Manu González;GK;€6.75M;2;0;0.0;0.0;2000335211;2;0;72;0;0.0;0;0.0;0.0;0.0;3.1;0.0;0.0;1.9;0.0;0%;100%;0.0;90;-0.0;0.1;0.0;5.6;0.0;7.4;20.7;22.9;90%;0.0;0;0.0;0.0;3;1.1;1.2;3247;87.7567567567568;0.0;0.0;0.0;1.2;0.0;0.3;37;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Spain;First Division;ESP;Atlético Pamplona;GK;27;Unknown;€10.25K p/w
;Micah Mbick;ST (C);€43.5M;5;32;1.0;3.0;2000294475;0;0;0;0;0.1;80;0.0;0.5;1.6;2.0;0.0;0.7;0.0;0.2;13%;39%;1.2;0;0.0;8.0;0.7;11.3;1.0;19.0;25.7;29.3;88%;1.0;9;0.3;0.0;0;1.0;1.7;2935;77.2368421052632;0.4;0.4;0.4;0.0;0.1;0.0;33 (5);225.769230769231;0.2;0.6;35;0.2;0.6;35;0.1;43;2.9;94;3.9;6.7;220;England;Premier League;ENG;West Ham;AM (C), ST (C);27;Unknown;€90K p/w
;Luc Dabrowski;D (C);€3.6M;19;1;0.1;0.3;2000310889;0;0;0;0;0.6;95;0.8;0.8;2.4;16.0;0.1;2.9;0.8;0.8;0%;9%;0.0;0;0.0;4.1;0.0;9.9;2.4;3.1;45.7;48.0;95%;0.1;0;0.0;0.0;0;1.2;1.2;2850;89.0625;0.0;0.0;0.0;0.0;0.0;0.0;32;0;0.0;0.0;0;0.0;0.0;0;1.4;63;3.6;114;2.1;5.7;180;Germany;Bundesliga;POL;1. FC Köln;D (RC);28;Unknown;€35.5K p/w
;Jan Peries;AM (R);€27M;63;10;2.5;2.7;2000497000;0;0;0;0;1.9;79;0.0;3.0;9.8;5.7;0.0;2.1;0.5;0.3;11%;45%;1.2;0;0.0;15.2;4.5;11.6;4.1;18.1;39.8;45.5;88%;2.2;14;0.5;0.0;0;0.9;0.9;2378;72.0606060606061;0.2;0.3;0.2;0.0;0.1;0.0;7 (20);297.25;0.8;3.4;24;0.9;3.7;23;0.0;18;0.5;13;2.2;2.7;72;Portugal;Premier League;ESP;VTSC;M (R), AM (RLC);27;Unknown;€26K p/w
Wnt;Jamaal Macey;DM;€21M;24;0;0.8;0.4;2000107511;0;0;0;0;1.4;79;0.0;2.2;7.1;8.1;0.1;2.5;0.6;0.1;0%;0%;0.0;0;0.0;14.6;0.2;12.3;7.2;10.6;52.6;57.6;91%;0.8;4;0.3;0.1;0;1.0;1.2;1229;33.2162162162162;0.1;0.0;0.1;0.0;0.1;0.0;5 (32);0;0.2;0.4;60;0.2;0.4;60;0.1;31;0.3;4;0.7;1.0;13;England;Premier League;GUY;Aston Villa;DM, M/AM (RC);24;Unknown;€58K p/w
;Matías Fuenzalida;GK;€6.25M;3;0;0.0;0.0;2000385156;3;0;78;1;0.0;0;0.0;0.0;0.0;3.2;0.0;0.0;2.1;0.0;0%;0%;0.0;88;0.3;0.0;0.0;5.6;0.0;8.4;20.8;24.2;86%;0.0;0;0.0;0.0;2;1.1;0.8;3531;90.5384615384615;0.0;0.0;0.0;0.8;0.0;0.5;39;0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;Portugal;Premier League;CHI;VTSC;GK;24;Unknown;€5.75K p/w
;Maycon Cardozo;AM (L);€9M;61;10;2.7;1.1;2000519166;0;0;0;0;1.8;85;0.0;2.6;9.8;5.1;0.0;2.4;0.4;0.2;13%;48%;0.5;0;0.0;13.9;5.1;12.1;3.9;20.4;39.8;44.1;90%;2.1;13;0.5;0.1;0;0.9;1.6;2533;76.7575757575758;0.2;0.1;0.2;0.0;0.2;0.0;32 (1);633.25;0.4;2.2;17;0.4;2.7;15;0.0;17;0.5;15;2.7;3.2;90;France;Ligue 1 McDonald's;BRA;Saint-Étienne;M (RL), AM (RLC);25;Unknown;€31K p/w
Wnt;Rogelio Vargas;D (C);€14M;31;0;0.1;0.1;58144433;0;0;0;0;0.8;77;0.8;1.3;2.8;13.9;0.3;2.7;0.9;0.6;0%;33%;0.0;0;0.0;3.2;0.0;10.0;1.8;6.0;44.3;48.3;92%;0.1;3;0.1;0.0;0;1.2;1.4;2570;85.6666666666667;0.0;0.0;0.0;0.0;0.0;0.0;24 (5);0;0.0;0.1;0;0.0;0.1;0;0.5;56;1.8;51;1.4;3.2;91;England;Premier League;MEX;Brighton;D (C);24;Unknown;€22K p/w
;Hugo Gomes;DM, M (C);€4.6M;13;2;0.6;1.0;2000482383;0;0;0;0;0.2;46;0.1;0.4;1.5;11.4;0.0;0.7;0.2;0.1;3%;36%;0.4;0;0.0;3.6;0.3;3.5;1.9;13.5;15.1;16.6;91%;0.6;15;0.4;0.2;0;1.1;1.5;3274;77.9523809523809;0.1;0.0;0.1;0.0;0.2;0.0;39 (3);3274;0.1;0.1;75;0.1;0.1;75;0.0;42;0.2;8;0.3;0.5;19;France;Ligue 1 McDonald's;POR;Rennes;DM, M/AM (C);25;Unknown;€7K p/w
;Hassane Koné;D (C);€2.5M;27;0;0.0;0.2;2002163392;0;0;0;0;0.6;74;0.9;1.1;2.9;11.0;0.1;2.0;1.3;0.4;0%;0%;0.0;0;0.0;3.6;0.1;9.7;2.5;5.0;34.1;38.9;88%;0.0;2;0.1;0.0;0;0.8;1.6;3060;90;0.0;0.0;0.0;0.0;0.0;0.0;34;0;0.0;0.0;0;0.0;0.0;0;1.4;70;3.8;128;1.6;5.4;183;France;Ligue 1 McDonald's;CIV;SM Caen;D (C);23;Unknown;€14.5K p/w
Wnt;Branimir Mlačić;D (C);€2.4M;25;0;0.1;0.3;2000298369;0;0;0;0;0.4;56;0.8;0.9;2.7;9.2;0.1;3.0;0.8;0.6;0%;20%;0.1;0;0.0;3.5;0.0;9.9;2.1;3.7;39.1;42.7;92%;0.1;3;0.1;0.0;0;0.4;1.5;3322;89.7837837837838;0.0;0.0;0.0;0.0;0.0;0.0;37;0;0.0;0.1;0;0.0;0.1;0;1.2;68;3.8;141;1.8;5.6;207;Italy;Serie A;CRO;Sampdoria;D (C);27;Unknown;€22.5K p/w
;Aleksander Borgersen;M (C), AM (RC);€22.5M;2;0;0.5;0.9;2000459410;0;0;0;0;0.1;100;0.0;0.2;0.7;12.8;0.0;0.2;0.1;0.0;13%;26%;0.2;0;0.0;1.3;0.0;0.9;0.7;14.4;5.1;5.5;93%;0.5;16;0.7;0.4;0;1.6;1.1;2206;71.1612903225806;0.1;0.1;0.1;0.0;0.3;0.0;27 (4);735.333333333333;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.2;0.2;4;France;Ligue 1 McDonald's;NOR;Toulouse FC;M (C), AM (RC);24;Unknown;€36K p/w
Wnt;Liam Baah-Hart;ST (C);€31.5M;6;19;0.9;2.8;48043571;0;0;0;0;0.2;100;0.0;0.4;1.2;1.1;0.0;0.8;0.2;0.0;12%;40%;1.1;0;0.0;6.4;0.7;10.8;0.8;21.4;25.7;28.8;89%;0.9;4;0.1;0.1;0;0.8;2.0;2981;82.8055555555556;0.3;0.3;0.3;0.0;0.1;0.0;30 (3);271;0.0;0.3;9;0.0;0.3;9;0.1;27;1.6;52;4.2;5.7;190;England;Premier League;ENG;West Brom;ST (C);23;Unknown;€67K p/w
Wnt;Patrick Fischer;DM;€10.75M;36;0;0.7;0.1;28106603;0;0;0;0;0.8;64;0.1;1.0;5.2;13.2;0.1;2.5;0.6;0.6;0%;25%;0.0;0;0.0;10.1;0.4;10.9;6.5;8.2;53.4;57.2;93%;0.7;4;0.1;0.3;0;1.5;1.2;2440;69.7142857142857;0.0;0.0;0.0;0.0;0.2;0.0;17 (4);0;0.0;0.0;0;0.0;0.0;0;0.0;50;0.7;19;0.7;1.4;38;Germany;Bundesliga;GER;1. FC Köln;D (C), DM, AM (C);24;Unknown;€42K p/w
;Javier;ST (C);€22M;5;9;0.9;4.6;2002150418;0;0;0;0;0.2;40;0.0;1.1;2.2;1.5;0.0;0.5;0.1;0.1;9%;53%;2.4;0;0.0;7.3;0.7;11.0;1.4;24.6;27.8;31.3;89%;0.9;0;0.0;0.1;0;1.3;1.0;1078;32.6666666666667;0.6;0.4;0.6;0.0;0.0;0.0;4 (29);215.6;0.3;0.9;27;0.3;0.9;27;0.1;26;1.3;16;3.8;5.2;62;Spain;First Division;ESP;A. Madrid;AM (R), ST (C);24;Unknown;€43K p/w
Wnt;Loun Srdanovic;D (R);€2.6M;73;2;1.0;0.2;2000221745;0;0;0;0;2.5;88;0.7;2.5;7.2;9.4;0.2;3.3;1.4;0.6;0%;17%;0.0;0;0.0;16.2;0.8;11.6;6.9;15.8;43.1;51.0;84%;1.0;5;0.2;0.1;0;0.8;1.5;2300;82.1428571428571;0.0;0.0;0.0;0.0;0.1;0.0;14 (5);0;0.2;1.6;15;0.2;1.6;15;0.6;55;2.9;75;2.4;5.3;136;Germany;Bundesliga;SUI;Holstein Kiel;D/WB/M (R);27;Unknown;€33K p/w
;Jacob Wright;DM;€20M;7;0;0.5;0.3;2000189761;0;0;0;0;0.2;57;0.0;0.4;2.9;12.4;0.0;1.2;0.2;0.1;0%;17%;0.1;0;0.0;4.4;0.1;4.8;2.9;9.8;24.1;25.6;94%;0.3;6;0.3;0.1;0;1.0;1.6;1672;47.7714285714286;0.0;0.0;0.0;0.0;0.1;0.0;18 (17);0;0.0;0.1;0;0.2;1.5;10;0.1;64;0.4;7;0.2;0.6;11;England;Premier League;ENG;West Ham;DM, M (C);28;Unknown;€69K p/w
Wnt;Luis Engelns;DM, M (C);€1.5M;9;1;0.2;0.9;2000258154;0;0;0;0;0.3;78;0.0;0.5;2.6;9.2;0.0;1.0;0.2;0.0;15%;35%;0.3;0;0.0;4.0;0.0;4.0;2.3;13.7;16.7;17.9;93%;0.2;7;0.3;0.0;0;0.7;1.2;1904;50.1052631578947;0.1;0.1;0.1;0.0;0.1;0.0;15 (23);634.666666666667;0.0;0.0;0;0.0;0.0;0;0.1;76;0.9;19;0.3;1.2;25;Germany;Bundesliga;GER;Holstein Kiel;DM, M/AM (C);27;Unknown;€33K p/w
Wnt;Jean Vitor;AM (R), ST (C);€13M;83;14;1.6;2.4;14249213;0;0;0;0;1.8;80;0.1;2.8;9.8;4.2;0.1;2.1;0.6;0.3;8%;36%;0.9;0;0.0;19.4;4.2;12.4;3.5;19.7;42.2;47.3;89%;1.5;8;0.2;0.1;0;0.9;1.6;3332;83.3;0.3;0.2;0.3;0.0;0.1;0.0;40;476;0.6;4.0;15;0.7;4.2;16;0.1;43;1.7;62;2.2;3.9;143;France;Ligue 1 McDonald's;BRA;Reims;AM (R), ST (C);24;Unknown;€34K p/w
Wnt;Remigius Dams;GK;€4.4M;2;0;0.0;0.0;2002169376;2;50;76;0;0.0;50;0.0;0.0;0.0;3.1;0.0;0.0;1.3;0.0;0%;0%;0.0;88;-0.1;0.0;0.0;5.2;0.0;11.1;20.2;24.2;83%;0.0;0;0.0;0.0;3;0.9;1.1;2184;87.36;0.0;0.0;0.0;1.1;0.0;0.3;24 (1);0;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;England;Premier League;BEL;Spurs;GK;23;Unknown;€63K p/w
;Kirill Glebov;AM (L);€10.5M;57;8;1.8;1.6;2000241413;0;0;0;0;1.6;88;0.0;2.2;9.2;4.3;0.0;2.4;0.5;0.2;14%;33%;0.5;0;0.0;15.5;3.3;11.9;4.2;16.7;41.7;47.6;88%;1.8;3;0.1;0.0;0;1.1;1.2;2786;81.9411764705882;0.2;0.2;0.2;0.0;0.1;0.0;20 (7);398;0.7;2.8;25;0.7;2.8;25;0.1;34;1.0;30;1.8;2.8;87;Germany;Bundesliga;FRA;1. FC Union Berlin;M (L), AM (RL);28;Unknown;€46K p/w
;Francisco Souza Silva;ST (C);€15.25M;3;21;1.1;4.1;2000292778;0;0;0;0;0.1;67;0.0;0.4;1.2;2.0;0.0;0.6;0.2;0.0;14%;53%;2.2;0;0.0;5.4;0.5;10.3;1.0;21.8;24.7;28.1;88%;1.1;5;0.1;0.0;0;1.4;1.2;3183;83.7631578947368;0.4;0.6;0.5;0.0;0.1;0.0;35 (3);151.571428571429;0.1;0.3;25;0.1;0.3;25;0.1;40;3.1;108;4.6;7.7;272;England;Premier League;POR;Leeds;ST (C);26;Unknown;€29.5K p/w
;Danilo Busiello;AM (C);€12.5M;19;11;2.5;2.1;2000386624;0;0;0;0;0.2;47;0.0;1.0;4.9;8.6;0.0;1.3;0.3;0.2;12%;33%;0.7;0;0.0;10.7;1.7;12.0;3.4;17.5;39.2;44.8;88%;2.0;7;0.2;0.2;0;0.9;1.4;3344;88;0.2;0.2;0.2;0.0;0.2;0.0;14 (17);371.555555555556;0.3;0.9;29;0.6;4.5;13;0.0;26;0.5;20;1.5;2.1;77;Italy;Serie A;ITA;U.S. Lecce;M/AM (C), ST (C);25;Unknown;€52K p/w
;Marc Jurado;AM (R);€29M;67;9;2.9;1.5;2000294063;0;0;0;0;1.6;84;0.0;2.4;10.1;4.6;0.0;2.2;0.7;0.5;12%;35%;0.5;0;0.0;13.9;3.8;12.0;3.4;19.1;40.4;46.1;88%;1.7;15;0.4;0.2;0;0.7;1.7;3093;79.3076923076923;0.2;0.2;0.2;0.0;0.2;0.0;26 (1);515.5;1.0;3.5;30;1.3;5.4;22;0.0;19;0.5;18;2.2;2.7;93;Spain;First Division;ESP;Leganés;AM (RL), ST (C);28;Unknown;€32.5K p/w
Wnt;Moritz Wörlein;DM, M (C);€2.6M;9;0;0.4;0.9;2002084103;0;0;0;0;0.3;100;0.1;0.3;0.9;10.5;0.0;0.5;0.2;0.1;6%;16%;0.1;0;0.0;2.8;0.0;2.5;1.6;13.0;11.0;11.9;92%;0.4;8;0.2;0.1;0;0.8;1.6;3082;85.6111111111111;0.1;0.1;0.1;0.0;0.2;0.0;13 (14);1541;0.0;0.0;0;0.0;0.0;0;0.0;80;0.2;8;0.1;0.3;10;Germany;Bundesliga;GER;SpVgg Greuther Fürth;DM, M (C);24;Unknown;€13.5K p/w
;Moha Touray;AM (L);€22M;10;16;1.2;2.5;2000477207;0;0;0;0;0.2;60;0.0;0.7;1.9;1.2;0.0;0.6;0.1;0.1;11%;62%;1.6;0;0.0;6.3;1.0;10.6;1.1;20.0;25.4;28.5;89%;1.1;5;0.2;0.0;0;0.8;1.0;2264;61.1891891891892;0.3;0.3;0.3;0.0;0.1;0.0;36 (1);323.428571428571;0.0;0.4;0;0.1;1.5;8;0.1;22;1.3;32;4.6;5.8;147;Spain;First Division;ESP;Girona;AM (RL), ST (C);25;Unknown;€38.5K p/w
Wnt;Jheison Vivero;WB (L), DM;€5.25M;54;1;1.1;0.2;2002151526;0;0;0;0;1.8;78;0.3;1.8;9.1;7.6;0.0;3.1;0.6;0.6;0%;0%;0.0;0;0.0;20.2;2.5;12.0;4.9;15.3;44.4;50.1;89%;1.1;3;0.1;0.0;0;1.2;1.5;2080;46.2222222222222;0.0;0.0;0.0;0.0;0.0;0.0;18 (27);0;1.5;4.5;33;1.5;4.5;33;0.1;37;0.9;21;1.6;2.5;57;Spain;First Division;COL;Espanyol;D/WB (L), DM;24;Unknown;€27K p/w
;Nacho Pérez;D (R);€29M;106;2;0.7;0.7;2000445700;0;0;0;0;2.1;82;0.7;2.1;7.1;10.2;0.1;3.2;0.9;0.5;7%;18%;0.1;0;0.0;14.9;0.9;11.7;7.5;13.3;54.0;59.6;91%;0.7;11;0.3;0.0;0;1.0;1.6;3741;87;0.1;0.0;0.1;0.0;0.1;0.0;43;1870.5;0.1;1.0;12;0.1;1.0;11;0.1;45;1.3;52;1.5;2.8;115;Spain;First Division;ESP;Levante;D/WB (R);26;Unknown;€21K p/w
;Fallou Diouf;D (C);€8M;36;0;0.2;0.6;2000284569;0;0;0;0;0.7;75;0.9;1.0;2.8;14.5;0.3;2.7;1.3;0.9;4%;13%;0.1;0;0.0;3.8;0.0;10.0;1.6;2.9;45.7;48.1;95%;0.2;3;0.1;0.0;0;1.0;1.2;3330;90;0.1;0.0;0.1;0.0;0.0;0.0;11 (21);3330;0.0;0.1;50;0.0;0.1;50;0.9;66;4.3;159;2.2;6.5;242;Portugal;Premier League;SEN;Gil Vicente;D (C);27;Unknown;€11K p/w
Wnt;Gerónimo Mancilla;AM (R);€14.25M;45;1;0.9;1.9;2000454655;0;0;0;0;2.6;76;0.0;2.7;10.7;2.9;0.0;2.2;0.5;0.0;12%;40%;0.8;0;0.0;15.3;1.1;10.3;3.9;15.7;32.0;36.3;88%;0.9;4;0.3;0.1;0;0.9;1.4;1162;33.2;0.2;0.2;0.2;0.0;0.1;0.0;6 (29);387.333333333333;0.2;0.8;20;0.2;0.8;20;0.0;18;0.5;7;2.5;3.0;39;England;Premier League;COL;West Brom;M/AM (RL);25;Unknown;€76K p/w
Wnt;Andre Koch;ST (C);€3.6M;9;19;1.2;2.3;2000330837;0;0;0;0;0.2;67;0.0;0.4;1.2;1.0;0.0;0.8;0.1;0.0;15%;40%;0.9;0;0.0;5.9;1.1;10.4;0.9;20.5;23.6;26.8;88%;1.2;1;0.0;0.1;0;0.8;1.5;3022;88.8823529411765;0.3;0.4;0.3;0.0;0.1;0.0;34;251.833333333333;0.0;0.2;14;0.0;0.2;14;0.0;16;0.9;30;4.7;5.6;188;Germany;Bundesliga;BEL;Holstein Kiel;AM (RL), ST (C);23;Unknown;€33K p/w
Inj;Edu Altozano;DM;€17.5M;34;0;0.5;0.5;2000300127;0;0;0;0;0.7;71;0.1;1.2;3.3;13.1;0.1;1.8;0.4;0.4;22%;44%;0.2;0;0.0;7.7;0.3;7.7;4.2;8.7;33.8;36.2;93%;0.5;17;0.5;0.2;0;0.8;1.6;3171;83.4473684210526;0.1;0.1;0.1;0.0;0.2;0.0;37 (1);792.75;0.0;0.0;100;0.2;1.0;17;0.0;38;0.3;12;0.6;0.9;32;Spain;First Division;ESP;Leganés;DM, M (C);27;Unknown;€48K p/w
Inj;Josep Lobato;D (C);€4.1M;30;0;0.2;0.3;2002161404;0;0;0;0;0.7;90;1.4;0.9;2.8;12.7;0.1;2.5;1.0;0.5;0%;20%;0.1;0;0.0;4.8;0.1;9.9;2.6;5.4;36.5;42.2;86%;0.2;0;0.0;0.0;0;0.8;1.6;3272;88.4324324324324;0.0;0.0;0.0;0.0;0.0;0.0;30 (3);0;0.0;0.4;0;0.0;0.4;0;1.2;80;4.3;157;1.1;5.4;196;Spain;First Division;ESP;Tenerife;D (RLC);23;Unknown;€20.5K p/w
nEU;Luis Bonilla;ST (C);€2.6M;4;15;0.7;2.4;2000368337;0;0;0;0;0.2;75;0.0;0.6;1.7;1.1;0.0;0.8;0.0;0.1;15%;43%;1.0;0;0.0;5.5;0.9;10.3;0.5;20.4;21.3;23.8;89%;0.7;2;0.1;0.1;0;1.5;0.8;1733;50.9705882352941;0.3;0.4;0.3;0.0;0.1;0.0;20 (14);247.571428571429;0.1;0.5;22;0.1;0.5;22;0.1;23;1.7;33;5.8;7.5;145;Italy;Serie A;COL;Celesti;ST (C);24;Unknown;€44K p/w
;Catarino Pascoal;M (C);€16.75M;4;0;0.2;1.3;2000495261;0;0;0;0;0.1;100;0.0;0.1;0.7;15.0;0.0;0.1;0.1;0.1;10%;38%;0.5;0;0.0;1.4;0.1;1.1;0.6;10.4;4.9;5.4;92%;0.2;9;0.2;0.1;0;1.2;1.6;3511;85.6341463414634;0.1;0.1;0.1;0.0;0.1;0.0;41;702.2;0.0;0.0;0;0.0;0.0;0;0.0;0;0.0;0;0.1;0.1;5;Portugal;Premier League;POR;Leiria;DM, M (C);26;Unknown;€13.5K p/w
Wnt;Mattia Liberali;AM (C);€13.25M;11;4;1.8;2.1;2000252799;0;0;0;0;0.4;55;0.0;1.5;5.3;8.8;0.1;1.6;0.1;0.1;12%;32%;0.7;0;0.0;9.7;2.1;11.5;2.9;18.2;38.0;44.1;86%;1.8;5;0.3;0.1;0;1.2;1.1;1469;37.6666666666667;0.2;0.2;0.2;0.0;0.2;0.0;7 (32);367.25;0.1;1.0;13;0.1;1.0;12;0.1;13;0.2;4;1.6;1.8;30;England;Premier League;ITA;Everton;M/AM (RC);27;Unknown;€43K p/w
;Enzo Molebe;ST (C);€25M;6;16;1.6;4.2;2000288922;0;0;0;0;0.2;100;0.0;0.6;1.6;1.8;0.0;0.7;0.0;0.0;7%;48%;2.0;0;0.0;5.7;1.0;10.2;1.3;18.2;25.4;28.9;88%;1.4;10;0.4;0.1;0;1.3;1.4;2424;71.2941176470588;0.5;0.3;0.5;0.0;0.1;0.0;31 (3);303;0.1;0.5;31;0.1;0.5;30;0.0;21;1.1;29;4.0;5.1;138;Spain;First Division;FRA;S. Gijón;AM (L), ST (C);26;Unknown;€56K p/w
;José David Benavent;AM (L);€18.25M;8;7;1.0;1.8;2002153656;0;0;0;0;0.7;100;0.0;1.2;7.9;2.4;0.0;1.7;0.5;0.2;9%;59%;1.1;0;0.0;14.4;2.5;11.3;2.5;25.9;38.6;42.7;90%;1.0;1;0.1;0.1;0;1.4;1.6;1084;40.1481481481481;0.1;0.2;0.1;0.0;0.1;0.0;8 (19);542;0.4;2.1;20;0.4;2.1;20;0.0;29;1.0;12;2.4;3.4;41;England;Premier League;ESP;Brighton;AM (L), ST (C);23;Unknown;€19.5K p/w
;Jaric Prat;ST (C);€18.75M;5;27;0.9;3.4;2000449023;0;0;0;0;0.1;60;0.0;0.4;1.3;1.5;0.0;0.8;0.1;0.1;12%;48%;1.6;0;0.0;5.3;0.8;10.3;0.7;18.7;24.7;27.9;88%;0.9;1;0.0;0.1;0;0.8;1.4;2870;73.5897435897436;0.4;0.4;0.4;0.0;0.0;0.0;37 (2);220.769230769231;0.1;0.3;27;0.1;0.3;27;0.2;31;2.0;65;4.6;6.6;211;Spain;First Division;ESP;Alavés;AM (R), ST (C);26;Unknown;€38K p/w
